loss,accuracy
0.25068262219429016,0.5281333923339844
0.2492149919271469,0.5329926013946533
0.2488735467195511,0.532774806022644
0.24869361519813538,0.5349530577659607
0.2485819011926651,0.5325736999511719
0.24866575002670288,0.5347185134887695
0.24845878779888153,0.535958468914032
0.24819415807724,0.5378351211547852
0.24836577475070953,0.5344839096069336
0.24824894964694977,0.5374329686164856
0.24816380441188812,0.5371983647346497
0.24800439178943634,0.5376172661781311
0.24812458455562592,0.5358076691627502
0.24796459078788757,0.5381032228469849
0.24775835871696472,0.5362265706062317
0.24738115072250366,0.5406668782234192
0.247206449508667,0.5405663251876831
0.24724434316158295,0.5397620797157288
0.24711310863494873,0.5415381789207458
0.2469761222600937,0.5401642322540283
0.246883824467659,0.541856586933136
0.24676457047462463,0.5418733358383179
0.24657276272773743,0.5421414375305176
0.2462131530046463,0.538790225982666
0.2447444051504135,0.54599529504776
0.24375741183757782,0.5559148788452148
0.24364197254180908,0.5553786754608154
0.2436513751745224,0.5580931901931763
0.2432994693517685,0.5589644908905029
0.24310700595378876,0.5573726296424866
0.24324120581150055,0.5605897903442383
0.24314282834529877,0.5579758882522583
0.24287015199661255,0.5595006942749023
0.2429300993680954,0.5575066804885864
0.24305669963359833,0.5596179366111755
0.24292661249637604,0.5584450364112854
0.24278220534324646,0.55943363904953
0.24261409044265747,0.5596347451210022
0.2430284172296524,0.5584617853164673
0.2427615374326706,0.5606735944747925
0.2423715740442276,0.560857892036438
0.24218063056468964,0.5611259937286377
0.24212735891342163,0.5627346038818359
0.2425415813922882,0.559768795967102
0.24186913669109344,0.5623324513435364
0.2419118583202362,0.5627010464668274
0.2413066327571869,0.5658679604530334
0.24096569418907166,0.5659014582633972
0.24119077622890472,0.5654155611991882
0.24072709679603577,0.567694365978241
0.2404882311820984,0.5680797696113586
0.23993276059627533,0.5688840746879578
0.23967905342578888,0.5681635141372681
0.24026456475257874,0.563321053981781
0.23923026025295258,0.5711796283721924
0.23867477476596832,0.5735757350921631
0.23878708481788635,0.5736595392227173
0.23866885900497437,0.57463139295578
0.23828960955142975,0.5745475888252258
0.23787619173526764,0.5768934488296509
0.23775656521320343,0.5763069987297058
0.23757226765155792,0.5755026936531067
0.237617626786232,0.5759550929069519
0.23728351294994354,0.5761226415634155
0.23676425218582153,0.5795576572418213
0.236654594540596,0.5793398022651672
0.23704133927822113,0.5795409083366394
0.23652392625808716,0.5787031054496765
0.23658505082130432,0.5801273584365845
0.23635093867778778,0.5829591155052185
0.23631231486797333,0.5807305574417114
0.23606818914413452,0.5836461186408997
0.23611819744110107,0.5818197131156921
0.2361011505126953,0.5818197131156921
0.23574136197566986,0.5822218656539917
0.23578447103500366,0.5819034576416016
0.23563063144683838,0.584785521030426
0.23565784096717834,0.5846682190895081
0.23552411794662476,0.5827245116233826
0.23533034324645996,0.5846682190895081
0.23513193428516388,0.5851038694381714
0.23512999713420868,0.5859249234199524
0.23510576784610748,0.585506021976471
0.23494823276996613,0.5856903195381165
0.23491863906383514,0.5851038694381714
0.23479290306568146,0.5870475769042969
0.23479028046131134,0.5887399315834045
0.2349313646554947,0.5851038694381714
0.23458825051784515,0.5882372856140137
0.23439067602157593,0.5874329805374146
0.23483677208423615,0.5861427783966064
0.23467300832271576,0.5866454243659973
0.23412837088108063,0.5868800282478333
0.23401813209056854,0.5872318744659424
0.23437345027923584,0.5871816277503967
0.2334515005350113,0.588555634021759
0.23359288275241852,0.589745283126831
0.2337501496076584,0.5889745354652405
0.2334977686405182,0.5905998945236206
0.2337907999753952,0.5895777344703674
0.23311521112918854,0.591504693031311
0.2335042655467987,0.5894436836242676
0.23315851390361786,0.5922084450721741
0.23309314250946045,0.5920073986053467
0.23256956040859222,0.5913873910903931
0.23281659185886383,0.5928954482078552
0.2328239381313324,0.5921581983566284
0.23267479240894318,0.5914376378059387
0.232346311211586,0.5933478474617004
0.2326563596725464,0.5939342975616455
0.23306311666965485,0.5928452014923096
0.2324625849723816,0.5928786993026733
0.23238350450992584,0.5926273465156555
0.2324928194284439,0.5934818983078003
0.23201164603233337,0.5936997532844543
0.23180808126926422,0.5955596566200256
0.23241351544857025,0.5927446484565735
0.23197317123413086,0.5934818983078003
0.2322569340467453,0.5931802988052368
0.2319721281528473,0.594688355922699
0.23171310126781464,0.5972520112991333
0.23174449801445007,0.5969336628913879
0.23173858225345612,0.5948726534843445
0.23174415528774261,0.5959785580635071
0.23212306201457977,0.5943197011947632
0.23215879499912262,0.5941689014434814
0.23144252598285675,0.5969839096069336
0.23170873522758484,0.5958277583122253
0.2316276580095291,0.5949229001998901
0.2315109223127365,0.5953083038330078
0.2314566969871521,0.5968833565711975
0.23148413002490997,0.5948894023895264
0.23129774630069733,0.5979390144348145
0.23171523213386536,0.5942023992538452
0.23123042285442352,0.5981065630912781
0.2308756709098816,0.5985925197601318
0.23088426887989044,0.5976039171218872
0.23074255883693695,0.6001508235931396
0.23128971457481384,0.595995306968689
0.23067575693130493,0.6000167727470398
0.23105575144290924,0.5968331098556519
0.23052556812763214,0.5993465185165405
0.23079432547092438,0.6002681255340576
0.23017345368862152,0.6001675724983215
0.2304496169090271,0.6008545756340027
0.23062066733837128,0.598006010055542
0.23025813698768616,0.5999832153320312
0.23026756942272186,0.6005361676216125
0.23024863004684448,0.6004021167755127
0.22983059287071228,0.6007205247879028
0.23000861704349518,0.6008210182189941
0.23026295006275177,0.6004524230957031
0.2298557162284851,0.6015918254852295
0.22932368516921997,0.6029993295669556
0.22949889302253723,0.6018431782722473
0.22917360067367554,0.6026474237442017
0.22965531051158905,0.6026977300643921
0.2295258492231369,0.6019772291183472
0.22994215786457062,0.6000167727470398
0.22983355820178986,0.5998994708061218
0.22976814210414886,0.6040717363357544
0.22984883189201355,0.6007205247879028
0.22911828756332397,0.6040381789207458
0.22929377853870392,0.6049932837486267
0.229720801115036,0.6020274758338928
0.2297220230102539,0.6031333804130554
0.22918230295181274,0.6031836271286011
0.2295832484960556,0.6022788286209106
0.22911760210990906,0.6035020351409912
0.23005461692810059,0.602228581905365
0.22952426970005035,0.6013404726982117
0.22916288673877716,0.6038706302642822
0.2291470617055893,0.6053116917610168
0.2291199415922165,0.6041722297668457
0.2288346141576767,0.6052111387252808
0.22902673482894897,0.6022453308105469
0.22927142679691315,0.601993978023529
0.22845008969306946,0.6054792404174805
0.22853265702724457,0.6069034934043884
0.22871187329292297,0.6049262881278992
0.22858130931854248,0.6055797338485718
0.22868798673152924,0.6065013408660889
0.22851784527301788,0.6047419309616089
0.22908104956150055,0.6041554808616638
0.22845900058746338,0.6050770878791809
0.22836029529571533,0.607305645942688
0.22829699516296387,0.6076909899711609
0.22825033962726593,0.6054792404174805
0.22794952988624573,0.6085120439529419
0.22881603240966797,0.6036192774772644
0.22860918939113617,0.6044068336486816
0.22859779000282288,0.6051943898200989
0.22951699793338776,0.6028820276260376
0.22997672855854034,0.6016085743904114
0.22851011157035828,0.6059483885765076
0.22800025343894958,0.6067861914634705
0.2280297726392746,0.6075904965400696
0.22773107886314392,0.6069537401199341
0.2283565253019333,0.6034852266311646
0.22894613444805145,0.6041889786720276
0.22817228734493256,0.6060991883277893
0.22811762988567352,0.6054959893226624
0.22760115563869476,0.607791543006897
0.2275780439376831,0.60718834400177
0.22757098078727722,0.608830451965332
0.22783926129341125,0.6060489416122437
0.22804608941078186,0.6060824394226074
0.22767643630504608,0.6071380972862244
0.22799508273601532,0.6050938367843628
0.22771404683589935,0.6080596446990967
0.22752365469932556,0.6070207953453064
0.2277510017156601,0.6080261468887329
0.22807568311691284,0.6064175367355347
0.2275293916463852,0.60849529504776
0.22785651683807373,0.6076407432556152
0.22774401307106018,0.6075066924095154
0.22744454443454742,0.6066353917121887
0.2274412214756012,0.6085120439529419
0.22781901061534882,0.6067694425582886
0.2280721366405487,0.6058143377304077
0.22824585437774658,0.6068867444992065
0.22732263803482056,0.6081936955451965
0.22728103399276733,0.6083109974861145
0.22701215744018555,0.6087466478347778
0.22692617774009705,0.6088974475860596
0.22719597816467285,0.6103217005729675
0.22782321274280548,0.6063002943992615
0.22677797079086304,0.6089309453964233
0.22662168741226196,0.6089141964912415
