Y,Y_real,Y_probability
0,0,0.93053615
0,0,0.92485327
0,0,0.9284364
0,0,0.92892885
0,0,0.92844164
0,0,0.9277152
0,0,0.9276719
0,0,0.9275675
0,0,0.92753375
0,0,0.92649853
0,0,0.92601055
0,0,0.92601055
0,0,0.926099
0,0,0.92616326
0,0,0.92616326
0,0,0.92616326
0,0,0.9261677
0,0,0.92628855
0,0,0.92640764
0,0,0.9265392
0,0,0.9265392
0,0,0.9265392
0,0,0.9265392
0,0,0.9265392
0,0,0.92878777
0,0,0.9287418
0,0,0.92857337
0,0,0.9285594
0,0,0.9285594
0,0,0.9314926
0,0,0.9314926
0,0,0.9484768
0,0,0.9491669
0,0,0.9491669
0,0,0.94924295
0,0,0.9498148
1,0,0.95027727
1,0,0.950807
1,0,0.9540205
1,0,0.9539847
1,0,0.95414567
1,0,0.95423615
1,0,0.9544251
1,0,0.9543896
1,0,0.9544771
1,0,0.954377
1,0,0.9543882
1,0,0.9543172
1,0,0.9540645
1,0,0.9541462
1,0,0.9540776
1,0,0.95414263
1,0,0.95415044
1,0,0.95426255
0,0,0.94926405
0,0,0.9487575
0,0,0.94876343
0,0,0.9488089
0,0,0.94844556
0,0,0.9484071
0,0,0.37371776
0,0,0.37647378
0,0,0.37381247
0,0,0.37309948
0,0,0.90561575
0,0,0.8922699
0,0,0.8971737
0,0,0.8958511
0,0,0.8909132
0,0,0.89020616
0,0,0.89425594
0,0,0.89353526
0,0,0.9346975
0,0,0.9322029
0,0,0.9320038
0,0,0.931983
0,0,0.931983
0,0,0.93210375
0,0,0.93225974
0,0,0.93225974
0,0,0.93225974
0,0,0.9322852
0,0,0.9321722
0,0,0.93212825
0,0,0.93215346
0,0,0.9327181
0,0,0.9404747
0,0,0.9470614
0,0,0.94787186
0,0,0.9476818
0,0,0.94688666
0,0,0.9476149
0,0,0.9479969
0,0,0.94738877
0,0,0.947333
0,0,0.947333
0,0,0.9469938
0,0,0.94690734
0,0,0.94618464
0,0,0.94651735
0,0,0.94667107
0,0,0.9462068
0,0,0.9461182
0,0,0.9462477
0,0,0.9464861
0,0,0.94661385
0,0,0.94661385
0,0,0.94661385
0,0,0.9466278
0,0,0.9466796
0,0,0.94330144
0,0,0.93818855
0,0,0.9380816
0,0,0.48314792
0,0,0.4844756
0,0,0.48524666
0,0,0.48663527
0,0,0.48950115
0,0,0.4932961
0,0,0.49327308
0,0,0.4922047
0,0,0.49170962
0,0,0.4921827
0,0,0.49160042
0,0,0.49160066
0,0,0.49172294
0,0,0.4902146
0,0,0.49321404
0,0,0.49402246
0,0,0.49413174
0,0,0.5082224
0,0,0.4886327
0,0,0.4929717
0,0,0.4929717
0,0,0.4932499
0,0,0.49353153
0,0,0.4933062
0,0,0.37563068
0,0,0.37671944
0,0,0.5697867
0,0,0.56227654
0,0,0.56227654
0,0,0.5616268
0,0,0.5763253
0,0,0.57822764
0,0,0.521559
0,0,0.5222035
0,0,0.5166514
0,0,0.52085143
0,0,0.51867634
0,0,0.5147726
0,0,0.51477367
0,0,0.5162502
0,0,0.51835483
0,0,0.5186137
0,0,0.93307
0,0,0.9336886
0,0,0.9338033
0,0,0.9339971
0,0,0.9339026
0,0,0.9339026
0,0,0.9339026
0,0,0.9339372
0,0,0.93402153
0,0,0.93402153
0,0,0.93402153
0,0,0.93402153
0,0,0.93402153
0,0,0.9384789
0,0,0.93919593
0,0,0.93903136
0,0,0.9389691
0,0,0.9389691
0,0,0.9389317
0,0,0.9389628
0,0,0.9389628
0,0,0.9389442
0,0,0.9389242
0,0,0.9388366
0,0,0.9388366
0,0,0.9388465
0,0,0.938817
0,0,0.9387979
0,0,0.9387433
0,0,0.9385965
0,0,0.931337
0,0,0.9301276
0,0,0.9301276
0,0,0.9318768
0,0,0.9350639
0,0,0.9350639
0,0,0.9349481
0,0,0.9366708
0,0,0.93477356
0,0,0.935543
0,0,0.9355219
0,0,0.9355589
0,0,0.9355062
0,0,0.9355062
0,0,0.9355662
